trans_code,acct_num,trans_dt,debit_amt,credit_amt,balance,description,teller_id
LEG5980704,ACC 00010941,01/30/24,19237.6,0.0,5551.0,Direct Deposit,T0190
LEG0320130,ACC-0000-5751,03-17-2024,0.0,2957.35,65615.15,Transfer Out,T0156
LEG8123586,ACC00010622,27-11-2023,4158.24,0.0,32849.31,Card Purchase,T0247
LEG7277362,ACC00008290,12-12-2023,0.0,12134.61,5619.38,Check Deposit,T0165
LEG7822359,ACC00007519,10-10-2023,10517.18,-0.0,45693.1,Check Deposit,T0156
LEG4784433,ACC00005946,11-22-2023,8366.41,0.0,75135.32,Online Purchase,T0199
LEG4316218,ACC00010575,12-10-2023,0.0,10257.94,27225.33,Transfer Out,T0172
LEG6030944,ACC00007503,20231205,290.13,0.0,73496.84,Refund,T0249
LEG0788211,00005553,12/06/23,0.0,1499.0,39231.27,Transfer Out,T0207
LEG2288857,ACC-0000-8096,22-12-2023,7548.91,0.0,26640.5,Refund,T0129
LEG2669513,ACC00008451,12-10-2023,0.0,4490.78,41302.66,Transfer Out,T0175
LEG9104319,00002617,20240217,19043.53,0.0,86362.67,Direct Deposit,T0162
LEG2950901,00001358,03-01-2024,16883.79,0.0,12425.56,Direct Deposit,T0111
LEG2966242,00004852,01/21/24,0.0,7748.91,58040.38,Online Purchase,T0117
LEG3815445,00006213,04/04/24,11220.76,0.0,1215.44,Online Purchase,T0122
LEG7482483,ACC00006887,20240128,11990.03,0.0,91534.13,Bill Payment,T0170
LEG3652327,00002828,20231225,14810.93,-0.0,24820.44,Interest Payment,T0223
LEG6515055,ACC00001779,20230921,16735.69,0.0,29140.72,Bill Payment,T0144
LEG7055669,ACC00007263,12-20-2023,0.0,11062.26,59360.71,Transfer Out,T0143
LEG1560251,ACC 00007896,03-25-2024,1493.25,0.0,99233.92,Direct Deposit,T0107
LEG7021840,ACC00005125,20231215,0.0,1520.73,84635.44,Monthly Fee,T0208
LEG4127511,ACC 00006266,20240211,17349.91,0.0,65250.96,Direct Deposit,T0205
LEG1165824,ACC00005650,22-09-2023,5967.97,0.0,34550.3,Bill Payment,T0143
LEG7124459,00010851,03-09-2024,4496.68,0.0,41176.0,Wire Transfer,T0228
LEG1539067,ACC00001344,01-10-2023,4601.3,0.0,31903.8,Monthly Fee,T0201
LEG0155183,ACC 00002642,13-02-2024,0.0,13102.02,75172.16,Online Purchase,T0142
LEG6175463,ACC00003566,20240103,0.0,23849.13,13086.44,Transfer In,T0164
LEG7594261,00007349,03-11-2023,0.0,12613.9,7636.94,Monthly Fee,T0232
LEG5020603,ACC-0000-5999,20231205,0.0,4596.75,38711.87,Wire Transfer,T0124
LEG4814119,ACC-0000-2242,11-02-2023,0.0,2352.58,85187.57,Transfer Out,T0200
LEG0500136,ACC-0000-5538,29-02-2024,6662.17,0.0,17752.16,ATM Withdrawal,T0157
LEG2078490,ACC 00003427,02/26/24,6969.77,0.0,24560.02,Transfer In,T0202
LEG3772611,00003529,10-23-2023,0.0,19559.23,95681.96,Direct Deposit,T0121
LEG7795590,ACC-0000-5271,12/26/23,0.0,9656.8,80140.87,Online Purchase,T0227
LEG1077252,ACC00006130,03-30-2024,5090.46,0.0,23320.79,Check Deposit,T0126
LEG8469891,ACC-0000-2361,11/14/23,0.0,1142.05,86096.08,Wire Transfer,T0105
LEG0180347,00006007,01/16/24,2319.14,0.0,31255.82,Check Deposit,T0208
LEG2734737,ACC 00008913,02-12-2024,3737.42,0.0,54441.69,Card Purchase,T0134
LEG2849620,00003739,02/10/24,0.0,8171.8,5359.77,Online Purchase,T0101
LEG1533569,00002971,20231030,0.0,14407.38,32676.42,Interest Payment,T0175
LEG6436387,00007128,02-05-2024,0.0,5964.35,86402.91,Interest Payment,T0169
LEG2008240,00002820,15-12-2023,18699.17,0.0,35325.08,Monthly Fee,T0136
LEG6539895,ACC 00009461,17-03-2024,0.0,17348.56,80822.82,Bill Payment,T0114
LEG1142235,00007195,20231211,0.0,7566.9,-92042.03,Wire Transfer,T0184
LEG7916293,ACC 00008702,11/30/23,4916.31,0.0,34682.3,Card Purchase,T0242
LEG6537002,ACC-0001-0191,20231124,0.0,4401.06,22691.71,ATM Withdrawal,T0218
LEG1378413,00008516,20231006,0.0,18486.61,33096.67,Wire Transfer,T0154
LEG8209164,ACC-0000-7150,21-01-2024,0.0,6060.64,34083.15,Direct Deposit,T0218
LEG1567732,00007670,02/16/24,8110.87,0.0,51555.15,Interest Payment,T0116
LEG6965530,ACC-0000-3000,05-03-2024,0.0,14961.95,93119.72,Interest Payment,T0153
LEG3215105,ACC 00006475,10/10/23,6418.15,0.0,8158.6,Interest Payment,T0170
LEG1107868,ACC-0000-4758,02/17/24,0.0,5473.62,6376.14,Monthly Fee,T0143
LEG3062424,ACC-0000-4431,10-02-2024,0.0,10555.95,65910.74,Transfer In,T0119
LEG8440145,ACC 00006660,26-10-2023,20560.21,0.0,43746.38,Online Purchase,T0213
LEG2405318,ACC 00005391,02-28-2024,0.0,4821.77,24008.55,Direct Deposit,T0142
LEG6716317,00001607,11/24/23,18344.33,0.0,97771.99,Wire Transfer,T0198
LEG5959684,00003707,20231216,7346.3,0.0,82976.43,Interest Payment,T0155
LEG7469266,ACC00004731,16-01-2024,0.0,18217.39,77694.04,ATM Withdrawal,
LEG7630389,ACC00005153,02/21/24,-0.0,19503.36,74719.6,Direct Deposit,T0181
LEG5743123,ACC 00009492,10/28/23,0.0,13601.19,43020.98,Interest Payment,T0166
LEG9424856,ACC00003996,20231017,4409.87,0.0,67696.76,Card Purchase,T0181
LEG8588972,ACC 00010548,03-16-2024,13695.57,0.0,13115.16,Direct Deposit,T0127
LEG3752147,ACC-0001-0130,20240218,4140.21,0.0,30647.61,Monthly Fee,
LEG9367798,00010384,11/15/23,5842.54,0.0,90653.0,Check Deposit,T0106
LEG2397868,ACC 00010059,01/03/24,0.0,1556.0,16122.47,Card Purchase,T0215
LEG9681351,ACC 00010582,20231021,18385.82,0.0,37070.31,Interest Payment,T0199
LEG8933004,00004642,03-17-2024,1382.16,0.0,55795.37,Bill Payment,T0111
LEG1865567,ACC-0001-0278,20240115,0.0,9609.29,31142.31,Interest Payment,T0117
LEG5033543,ACC00004968,18-01-2024,7495.92,0.0,41059.43,Transfer In,T0102
LEG8146823,ACC00007480,03/08/24,0.0,4041.52,97777.21,Card Purchase,T0164
LEG0047294,ACC-0001-0951,10-20-2023,0.0,15267.9,65207.07,Interest Payment,T0216
LEG7259795,ACC00009685,20240311,21588.88,0.0,22837.72,Interest Payment,T0168
LEG9040798,ACC 00010984,26-10-2023,0.0,16834.2,91176.68,Card Purchase,T0160
LEG6906080,ACC 00004254,20240215,0.0,16756.71,29295.04,Interest Payment,T0107
LEG4449426,00007045,22-09-2023,3223.97,0.0,12677.12,Card Purchase,T0223
LEG4875993,00001069,01/21/24,13316.79,0.0,79326.44,ATM Withdrawal,T0230
LEG5172320,ACC 00010311,01-18-2024,0.0,3036.3,44234.64,Transfer Out,T0189
LEG3887707,ACC00005630,03/19/24,-4482.63,0.0,6290.56,Interest Payment,T0220
LEG1569755,00002512,18-03-2024,19231.94,0.0,12709.85,Direct Deposit,T0171
LEG8160503,00009249,20-10-2023,20868.64,0.0,19503.61,Transfer Out,T0186
LEG8897870,ACC-0000-1034,09/20/23,0.0,20357.05,45699.03,Bill Payment,T0110
LEG3956865,ACC 00005917,11-07-2023,0.0,5410.97,73037.43,Transfer In,T0187
LEG2926003,ACC00005719,11/07/23,17622.35,0.0,65961.6,Transfer Out,T0190
LEG7103970,ACC00003003,01-17-2024,18211.12,0.0,81658.43,Monthly Fee,T0231
LEG4811408,ACC-0000-9632,01-27-2024,2778.71,0.0,62723.02,Card Purchase,T0136
LEG7149672,ACC 00008541,03-02-2024,0.0,12307.57,8999.08,Transfer Out,T0160
LEG3770621,ACC 00003390,03/14/24,17689.08,0.0,95574.76,ATM Withdrawal,T0101
LEG0396061,ACC00007838,11/07/23,19587.18,0.0,15392.31,Direct Deposit,T0192
LEG3492366,ACC 00005226,20231114,20103.63,0.0,83312.45,Monthly Fee,T0141
LEG3022425,ACC 00004173,09-12-2023,0.0,16410.23,68511.31,Refund,T0226
LEG6085025,ACC-0000-2797,03-28-2024,0.0,15827.07,50816.06,Interest Payment,T0168
LEG2444805,ACC-0000-7048,09/29/23,3775.92,0.0,57097.72,Transfer Out,T0187
LEG6554479,ACC00007630,20-02-2024,18545.27,0.0,10496.39,Online Purchase,T0111
LEG5571666,ACC-0001-0890,20240317,18625.36,0.0,11728.49,Monthly Fee,T0230
LEG7289951,00001120,02/26/24,19926.91,0.0,29586.64,Wire Transfer,T0187
LEG6930116,00007396,02-07-2024,0.0,10204.22,34353.85,Monthly Fee,T0211
LEG9385849,ACC00001966,19-01-2024,0.0,17092.81,84208.07,Transfer Out,T0216
LEG7331626,00008742,06-10-2023,24303.75,0.0,44264.88,Refund,T0160
LEG9789318,ACC 00006258,01-12-2024,0.0,16302.93,61374.78,Monthly Fee,T0113
LEG9729346,ACC 00005315,03/31/24,0.0,7412.72,60392.4,Interest Payment,T0234
LEG3132688,ACC 00010304,20231107,11386.08,0.0,12347.33,Wire Transfer,T0224
LEG0220243,00010692,01/13/24,0.0,18836.35,53496.49,Interest Payment,T0237
LEG2694923,ACC00004293,20231104,0.0,7479.17,2652.69,Transfer In,T0183
LEG0327969,00008694,20231027,7225.28,0.0,87028.28,Direct Deposit,T0167
LEG7143919,00005486,27-09-2023,21166.19,0.0,12015.28,Transfer In,T0132
LEG5714802,ACC00008474,22-03-2024,4654.84,0.0,57714.32,Bill Payment,T0245
LEG6929249,00005868,12-22-2023,6692.87,0.0,48022.8,Transfer Out,T0219
LEG4164609,ACC00010960,01-30-2024,20283.83,0.0,88321.88,ATM Withdrawal,T0130
LEG4381600,ACC-0000-5157,03/05/24,0.0,13901.24,85880.76,Transfer In,T0125
LEG2862857,ACC-0000-2204,20231026,0.0,8939.48,99820.63,ATM Withdrawal,T0142
LEG1292140,ACC 00001338,26-12-2023,11945.94,0.0,80812.81,Monthly Fee,T0100
LEG7849700,ACC 00002577,01-17-2024,0.0,5486.43,47865.53,ATM Withdrawal,T0128
LEG2362135,ACC 00006140,04/05/24,21304.82,0.0,69142.97,ATM Withdrawal,T0125
LEG2904837,00009737,10/11/23,2164.18,0.0,48815.28,Transfer In,T0160
LEG1725465,ACC-0000-5826,09/21/23,19269.6,0.0,84372.1,Online Purchase,T0192
LEG6160026,ACC00006529,01/01/24,14450.72,0.0,26565.28,Wire Transfer,T0154
LEG7413870,ACC 00010241,20231214,0.0,9852.96,21103.07,ATM Withdrawal,T0196
LEG4696507,ACC00007069,04-01-2024,0.0,15991.53,49091.47,Check Deposit,T0238
LEG2643585,ACC00008128,02-21-2024,0.0,15437.11,-365.31,Direct Deposit,T0192
LEG2361419,00007307,02/27/24,18053.16,0.0,5406.42,Transfer Out,T0151
LEG3169882,ACC 00002132,11/20/23,1915.52,0.0,3620.53,Online Purchase,T0126
LEG1486828,ACC00009517,10/18/23,0.0,11081.26,83311.71,Transfer Out,T0220
LEG1800680,ACC-0000-2140,01/24/24,4995.27,0.0,23670.93,Online Purchase,T0110
LEG6734745,ACC-0000-3946,03/13/24,6109.45,0.0,37831.2,Wire Transfer,T0164
LEG6610230,ACC-0000-3493,11-02-2024,24838.71,0.0,75270.88,Check Deposit,T0192
LEG0212851,00002015,19-03-2024,14897.19,0.0,80080.55,Direct Deposit,T0145
LEG5335989,00006480,12/08/23,0.0,104.59,9752.7,Check Deposit,T0136
LEG8992201,ACC 00005433,10-08-2023,0.0,7830.64,68773.2,Check Deposit,
LEG0783828,ACC00005119,24-01-2024,0.0,8435.81,22300.6,Bill Payment,T0184
LEG4951191,ACC-0000-7202,03/07/24,14558.15,0.0,93770.96,ATM Withdrawal,T0171
LEG0294644,00006279,20240322,0.0,8335.08,51174.58,Transfer Out,T0229
LEG1450610,00010572,20231201,0.0,4827.45,62525.52,Card Purchase,T0102
LEG8359051,ACC 00010923,12-25-2023,0.0,12799.68,55255.06,Check Deposit,T0184
LEG8505999,ACC 00001391,20231028,0.0,4862.73,75136.7,Transfer In,T0231
LEG7949074,ACC00009063,21-02-2024,12804.9,0.0,88868.56,Direct Deposit,T0192
LEG1883917,ACC00002276,03/24/24,-22826.88,0.0,61501.08,Monthly Fee,T0228
LEG3686723,ACC00009560,12-01-2024,0.0,24511.81,58757.46,Wire Transfer,T0175
LEG3374404,ACC 00004372,09/19/23,3004.75,0.0,72001.08,ATM Withdrawal,T0163
LEG1001585,ACC00007028,22-09-2023,0.0,1367.25,66003.14,Direct Deposit,T0130
LEG5639107,ACC 00009975,20231119,0.0,21166.78,99597.19,Transfer In,T0159
LEG2005204,ACC 00004170,11-01-2024,21037.2,0.0,67258.75,Bill Payment,T0121
LEG7944646,ACC-0000-4663,20231212,1524.44,0.0,65379.99,Direct Deposit,T0235
LEG5884207,ACC00005228,07-01-2024,0.0,1896.64,75979.49,Wire Transfer,T0120
LEG8812763,00009272,12/04/23,19074.63,0.0,-37067.32,Monthly Fee,T0247
LEG0594150,ACC 00007303,09/22/23,16549.72,0.0,36784.12,Interest Payment,T0246
LEG7252464,ACC 00002888,10/10/23,6714.9,0.0,36750.2,Direct Deposit,T0103
LEG5641444,00008976,02-12-2024,0.0,6949.78,27083.64,Wire Transfer,T0201
LEG2684223,ACC-0001-0952,01-19-2024,15909.41,0.0,9550.23,Bill Payment,T0100
LEG1733496,ACC00002231,02-14-2024,0.0,7759.6,63823.92,Card Purchase,T0124
LEG6959306,ACC 00010137,20240220,17708.32,0.0,92260.68,Online Purchase,T0193
LEG8576615,ACC 00003561,05-03-2024,10748.23,0.0,60066.93,Check Deposit,T0227
LEG2599038,ACC-0001-0684,03-04-2024,0.0,1187.6,61865.63,Refund,T0171
LEG1981646,ACC 00009420,20230923,0.0,6001.72,44106.57,Direct Deposit,T0163
LEG8377334,ACC00004464,10/14/23,0.0,15737.17,12831.0,Transfer Out,T0203
LEG8026655,00005027,20230928,0.0,19438.3,66039.86,Card Purchase,T0104
LEG1555832,ACC00008812,16-12-2023,23386.26,0.0,7596.84,Bill Payment,T0192
LEG6119390,ACC00006788,01/12/24,7875.69,0.0,11874.39,Online Purchase,T0170
LEG6542144,00001236,11/22/23,0.0,548.33,68788.57,ATM Withdrawal,T0112
LEG9240409,ACC 00001926,11-04-2023,0.0,15603.64,25722.18,Monthly Fee,T0135
LEG6701247,ACC 00007500,20231208,0.0,9373.07,58007.13,Monthly Fee,T0157
LEG2158036,ACC-0000-4075,08-01-2024,0.0,20542.6,1786.98,Transfer Out,T0210
LEG0161303,00002627,20240321,0.0,668.42,87123.45,Card Purchase,T0160
LEG9785738,ACC-0001-0060,10/15/23,6831.78,0.0,78980.74,ATM Withdrawal,T0240
LEG4850635,ACC00006809,20231016,18681.08,0.0,99898.91,Refund,T0168
LEG8649235,00003107,19-03-2024,15251.58,0.0,43124.06,Refund,T0150
LEG9388381,ACC 00005027,11/08/23,0.0,11690.28,99724.9,Interest Payment,T0103
LEG5572960,ACC00008820,04-01-2024,10999.45,0.0,80297.13,ATM Withdrawal,T0201
LEG3302598,ACC00010835,11-05-2023,5817.47,0.0,7746.69,Check Deposit,T0118
LEG3665118,00008336,12-12-2023,0.0,670.27,83281.13,Card Purchase,T0228
LEG0712238,ACC 00002076,21-09-2023,0.0,24367.7,32718.57,Interest Payment,T0133
LEG2997497,ACC-0000-3329,20231003,20780.63,0.0,48632.33,Wire Transfer,T0192
LEG9467976,00005297,07-11-2023,18254.41,0.0,3446.52,Transfer Out,T0149
LEG3775639,ACC-0000-4320,20240316,19840.2,0.0,52392.24,Transfer Out,T0212
LEG3003636,ACC 00004919,20231231,0.0,4332.01,57256.17,Transfer Out,T0200
LEG6351756,ACC 00003466,09-20-2023,0.0,14972.95,77710.82,Online Purchase,T0214
LEG8759904,00001301,20231016,22990.0,0.0,8666.92,Transfer In,T0134
LEG0376670,ACC00001570,24-03-2024,13728.09,0.0,40982.38,Bill Payment,T0213
LEG5920663,00001817,05-02-2024,0.0,16074.21,36766.42,Check Deposit,T0114
LEG0258938,ACC 00004214,01/17/24,19625.2,0.0,18968.03,Refund,T0204
LEG1950008,ACC00001650,20231020,0.0,4522.43,45918.69,Refund,T0125
LEG6999457,ACC-0000-6091,03-05-2024,0.0,11346.32,79772.24,Monthly Fee,T0146
LEG1189933,ACC-0000-3654,20231103,23379.76,0.0,3690.86,Transfer Out,T0208
LEG0654886,ACC00009943,01/16/24,0.0,24450.63,33651.74,Check Deposit,T0180
LEG6632496,ACC-0000-3514,20240124,19991.29,0.0,69721.77,Online Purchase,T0116
LEG2447998,ACC00010661,04-03-2024,11548.67,0.0,51894.57,ATM Withdrawal,T0107
LEG1021859,ACC-0001-0936,20231213,7240.84,0.0,99167.96,Direct Deposit,T0208
LEG3984547,ACC 00009579,20231005,3281.47,0.0,82622.86,ATM Withdrawal,T0158
LEG8341080,ACC 00008808,22-10-2023,10092.93,0.0,24211.5,Check Deposit,T0151
LEG0797978,ACC00002800,01/06/24,22765.01,0.0,59892.56,Bill Payment,T0127
LEG6607076,ACC-0000-8867,23-02-2024,0.0,14987.4,64735.12,Bill Payment,T0231
LEG5874019,00010005,09-10-2023,6307.77,-0.0,13782.97,Interest Payment,T0241
LEG0835399,00003335,10/16/23,0.0,21920.21,44033.05,Direct Deposit,T0149
LEG1880371,ACC 00003289,02-01-2024,0.0,-15514.45,36638.91,Check Deposit,T0142
LEG9599576,ACC00002156,24-02-2024,0.0,23520.68,90663.18,Wire Transfer,T0232
LEG6610300,ACC00004829,08-03-2024,0.0,14512.22,26084.61,ATM Withdrawal,T0104
LEG6252151,00001687,28-01-2024,0.0,1522.47,90749.68,Wire Transfer,T0183
LEG8459463,00007131,11-09-2023,0.0,6764.36,9277.51,Online Purchase,T0191
LEG6990676,ACC-0000-6930,20231120,0.0,22783.24,80039.54,Direct Deposit,T0144
LEG7489343,ACC 00007491,12-02-2024,11605.04,0.0,25502.64,Card Purchase,T0189
LEG9440395,ACC-0000-1552,24-01-2024,3216.79,0.0,7589.01,Wire Transfer,T0231
LEG9101349,ACC-0000-1894,12-12-2023,18447.96,0.0,87628.24,Monthly Fee,T0176
LEG5048494,ACC 00009977,20240104,16009.36,0.0,28105.16,Check Deposit,T0176
LEG9679625,ACC-0000-5218,11/21/23,10619.2,0.0,10456.19,Refund,T0135
LEG6120322,ACC 00004468,10/22/23,0.0,1707.96,73011.67,ATM Withdrawal,T0158
LEG1359760,ACC00005227,20231018,19896.0,0.0,32495.22,Online Purchase,T0221
LEG1601277,00005207,04/05/24,1669.68,0.0,10767.34,Transfer In,
LEG7023319,00004963,20231221,16146.34,0.0,71254.83,Interest Payment,T0117
LEG1930126,ACC 00001616,05-11-2023,0.0,24300.08,34854.86,Direct Deposit,T0149
LEG2415721,ACC00003918,02/14/24,23547.14,0.0,4971.45,ATM Withdrawal,T0201
LEG3972783,ACC00008769,20240322,7461.54,0.0,8675.01,Transfer In,T0218
LEG7033244,ACC-0000-8685,10-10-2023,0.0,3849.94,66305.99,Wire Transfer,T0153
LEG0866986,ACC 00003827,11-13-2023,19706.07,0.0,63314.84,Bill Payment,T0157
LEG7377363,ACC00004613,20240330,0.0,1178.85,56084.16,Transfer In,T0179
LEG9098445,ACC-0000-8691,11-26-2023,18363.23,0.0,61292.08,Refund,T0249
LEG4277028,ACC-0000-7819,03/04/24,0.0,15228.11,82285.03,Check Deposit,T0111
LEG2442852,ACC 00010676,20231010,0.0,13462.35,57328.8,Monthly Fee,T0115
LEG2341381,00010615,19-03-2024,14594.94,0.0,82353.68,Check Deposit,T0208
LEG0907113,ACC 00009578,12/20/23,0.0,19727.38,87520.18,ATM Withdrawal,T0112
LEG2012751,ACC00004125,02-16-2024,0.0,15593.54,53339.99,Check Deposit,T0117
LEG4510213,ACC00007222,07-03-2024,20324.07,0.0,49721.82,Transfer In,T0206
LEG0171020,ACC 00006803,12-02-2023,68.25,0.0,44932.1,Card Purchase,T0137
LEG0120555,00004340,12/24/23,0.0,4129.7,12032.25,Bill Payment,T0115
LEG3749678,ACC00009018,03-13-2024,7242.57,0.0,59357.55,Transfer In,T0109
LEG7677121,00009265,20231124,0.0,19826.79,2639.76,Check Deposit,T0132
LEG2712016,ACC00002712,11/03/23,4137.47,0.0,91131.0,Check Deposit,T0191
LEG9632022,ACC-0000-8910,12/29/23,2333.38,0.0,64613.48,Transfer Out,T0111
LEG9470741,ACC-0001-0812,18-01-2024,4247.74,0.0,18229.79,Direct Deposit,T0107
LEG5994630,00009706,01-02-2024,2926.35,0.0,27990.67,Transfer In,T0153
LEG3132852,ACC 00007647,20231225,0.0,12941.95,76550.33,Wire Transfer,T0147
LEG7964167,ACC00009671,20240305,0.0,328.52,65532.01,Transfer In,T0168
LEG0516153,ACC-0000-7901,03/30/24,0.0,14420.78,21579.82,Card Purchase,T0128
LEG3291040,ACC-0000-5202,20240216,7122.84,0.0,1531.87,ATM Withdrawal,T0111
LEG9099703,ACC00007300,25-09-2023,13921.96,0.0,26089.22,Refund,T0113
LEG5315438,00002686,03/08/24,11070.71,0.0,-37418.46,Monthly Fee,T0125
LEG7497107,ACC 00009675,13-02-2024,0.0,18435.66,99999.23,Check Deposit,T0122
LEG1758801,ACC-0000-2384,20231027,1082.23,0.0,8860.36,Refund,T0182
LEG3356371,ACC00006509,15-10-2023,0.0,16101.31,27945.31,Check Deposit,T0172
LEG5043226,ACC-0000-1732,11/26/23,0.0,15582.87,89532.6,Direct Deposit,T0152
LEG1834982,ACC00009006,20230930,0.0,14398.77,21893.95,ATM Withdrawal,T0125
LEG0069141,00005085,02/15/24,11053.17,0.0,9137.91,Online Purchase,T0244
LEG5065163,ACC 00002003,20240310,19680.38,0.0,86007.24,Bill Payment,T0208
LEG5700344,00010193,20240121,0.0,12434.12,43318.32,Online Purchase,T0150
LEG6506861,ACC00002449,01-10-2023,0.0,14680.84,65057.96,ATM Withdrawal,T0225
LEG0367837,ACC 00002959,03/19/24,0.0,2644.38,69785.43,Card Purchase,T0200
LEG9407216,00007001,20240110,20144.51,0.0,54825.97,Bill Payment,T0229
LEG8417832,ACC 00003458,11-12-2023,-0.0,5699.91,24653.13,ATM Withdrawal,T0104
LEG8110213,ACC 00002420,04-04-2024,0.0,14035.6,24399.46,Interest Payment,T0216
LEG4847353,00006443,12/11/23,0.0,15850.25,51048.08,Transfer Out,T0187
LEG5584496,ACC-0000-5140,10-13-2023,0.0,22943.09,16523.61,Bill Payment,T0158
LEG8825579,ACC-0001-0846,04-03-2024,4658.83,0.0,65848.72,Wire Transfer,T0106
LEG5846777,ACC-0000-8411,01-11-2023,21906.28,0.0,81102.67,Card Purchase,T0191
LEG9324221,ACC 00006327,12/11/23,0.0,16842.45,50520.93,Direct Deposit,T0243
LEG6828193,ACC00005248,30-03-2024,0.0,7856.56,58458.05,Card Purchase,T0154
LEG1250248,ACC00004906,11/13/23,0.0,15188.5,50844.87,Monthly Fee,T0109
LEG9910517,ACC 00001464,01-04-2024,21007.06,-0.0,3086.02,Transfer Out,T0182
LEG0765598,ACC 00008880,07-12-2023,0.0,10790.37,54477.67,Wire Transfer,T0189
LEG5028754,00005293,01-01-2024,3119.84,0.0,37311.92,Check Deposit,T0206
LEG8133357,ACC-0000-6039,15-03-2024,23806.49,0.0,93621.92,Card Purchase,T0249
LEG5611605,ACC 00001613,03/21/24,10348.19,0.0,19720.86,Direct Deposit,T0107
LEG3537099,ACC 00006157,04-02-2024,15818.53,0.0,59111.66,Transfer In,T0248
LEG4552956,ACC-0000-6225,20231228,11108.66,0.0,62257.81,Refund,T0100
LEG6065810,ACC 00010406,02/23/24,2891.32,0.0,24708.15,Monthly Fee,T0129
LEG2797733,ACC00008995,10-11-2023,6116.7,0.0,59488.38,Wire Transfer,T0239
LEG9783101,ACC00006698,11/14/23,0.0,9976.18,45667.57,Transfer Out,T0179
LEG8317908,00008835,20230926,10160.36,0.0,95336.23,Bill Payment,T0225
LEG7345289,ACC-0000-3017,12/09/23,0.0,4075.47,89116.21,Check Deposit,T0123
LEG2091519,ACC-0000-8801,03/26/24,12440.54,0.0,61233.99,Online Purchase,T0183
LEG6473815,00006886,03-26-2024,0.0,21562.06,66515.91,Bill Payment,
LEG2145138,ACC 00006926,03/31/24,0.0,15982.13,46638.4,Refund,T0164
LEG3441782,00009784,20231027,21063.61,0.0,39331.32,Bill Payment,T0209
LEG7160059,ACC00004578,20240302,0.0,5307.89,72291.54,Online Purchase,T0193
LEG0281774,00004331,12-10-2023,0.0,10899.35,76746.06,Transfer Out,T0131
LEG9380355,ACC00008428,01-03-2024,16448.01,0.0,91574.99,Online Purchase,T0182
LEG1939977,ACC 00007183,02-17-2024,0.0,11244.67,60030.19,Wire Transfer,T0228
LEG7893721,00004577,25-10-2023,23375.37,0.0,97617.26,Monthly Fee,T0154
LEG5650256,ACC-0000-4196,03/01/24,0.0,20186.29,59304.22,Online Purchase,T0185
LEG6956477,ACC00007283,20231212,8986.85,0.0,11639.93,Transfer In,T0245
LEG2746651,00010587,08-11-2023,9160.32,0.0,52156.27,Bill Payment,T0173
LEG5973994,ACC-0000-6039,02-05-2024,0.0,2436.73,9143.72,Transfer Out,T0167
LEG9248769,ACC-0000-7830,01-06-2024,5716.26,0.0,2117.01,Transfer In,T0222
LEG4970948,00008516,10/21/23,0.0,5263.08,26893.43,Transfer Out,T0209
LEG1400610,ACC 00001773,16-03-2024,0.0,16593.07,37685.31,Monthly Fee,T0248
LEG9629161,ACC00003491,01/23/24,0.0,20507.69,99949.5,Card Purchase,T0209
LEG0167781,ACC00006408,20231117,19671.47,0.0,6033.24,Bill Payment,T0127
LEG8324476,ACC00009622,01-25-2024,0.0,14953.06,31778.26,Check Deposit,T0227
LEG3488513,ACC00010454,06-02-2024,21685.5,0.0,75084.8,Transfer In,T0222
LEG7850302,ACC-0000-4641,11-04-2023,0.0,11869.37,16864.59,Interest Payment,T0130
LEG7223259,ACC00007474,02-16-2024,5343.65,0.0,4099.58,Card Purchase,T0189
LEG8754909,ACC00009483,31-01-2024,4163.93,0.0,51329.69,ATM Withdrawal,T0149
LEG8449304,ACC 00005866,01-02-2024,0.0,7694.57,54985.06,Interest Payment,T0245
LEG9710931,00006247,01-26-2024,0.0,18416.34,2101.06,Interest Payment,T0114
LEG8132243,00006588,15-01-2024,-0.0,23250.09,20917.12,Direct Deposit,T0151
LEG6308263,ACC00001912,11-20-2023,17517.25,0.0,56235.44,Monthly Fee,
LEG6719512,ACC00002381,05-01-2024,0.0,5032.88,13040.49,Transfer In,T0168
LEG7084535,ACC 00003012,01-27-2024,18450.1,0.0,30139.95,Bill Payment,T0141
LEG9037121,ACC00006153,31-10-2023,0.0,5938.87,86511.94,Wire Transfer,T0173
LEG4129929,ACC 00001345,20231121,1142.07,0.0,70981.32,Wire Transfer,T0218
LEG2437385,ACC 00009429,16-12-2023,0.0,11478.47,33865.72,ATM Withdrawal,T0147
LEG8326999,ACC00001041,10-04-2023,22556.86,0.0,53898.87,ATM Withdrawal,T0167
LEG5191349,ACC00004126,20231012,20974.45,0.0,68917.27,Monthly Fee,T0180
LEG6683713,ACC 00008711,21-12-2023,24878.78,0.0,28072.54,Direct Deposit,T0137
LEG8293845,ACC00001205,03-16-2024,0.0,22915.68,63188.77,Monthly Fee,T0236
LEG4548286,ACC 00008444,20240103,8358.2,0.0,98630.28,Card Purchase,T0201
LEG0230686,00005398,11-06-2023,0.0,2673.97,39159.19,Card Purchase,T0235
LEG3030623,ACC00009999,18-02-2024,17542.49,0.0,69143.92,Monthly Fee,T0133
LEG0165844,ACC-0000-1373,20231007,0.0,4589.0,5077.33,Card Purchase,T0207
LEG2194891,00005397,16-01-2024,409.29,0.0,58553.09,Monthly Fee,T0168
