payment_ref,account_no,payment_datetime,payment_amount,currency,merchant_code,auth_code,settlement_date
PGS269538278085,ACC00007763,05/09/2024 02:27 PM,2645.03,AUD,MER01549,AUTH1968,05/12/2024 02:27 PM
PGS565549294214,ACC00004886,03/03/2024 09:31 AM,7283.23,EUR,MER01036,,03/06/2024 09:31 AM
PGS466515156226,ACC00007543,25-Feb-2024 11:49,6179.76,CAD,MER01399,AUTH3283,26-Feb-2024 11:49
PGS403418836977,ACC00003844,2024-04-02 22:16:56,5682.85,AUD,MER01322,,2024-04-04 22:16:56
PGS478302801016,ACC00008838,20240120000023,930.72,AUD,MER01089,AUTH7217,20240123000023
PGS833576187165,ACC00004137,20240103075808,6529.13,EUR,MER01905,,20240105075808
PGS504137449675,ACC00002568,20240524125145,8162.52,CAD,MER01836,,20240525125145
PGS308742469159,ACC00001364,20240117021830,5592.91,EUR,MER01587,AUTH2971,20240119021830
PGS455688462650,ACC00001270,01/27/2024 09:59 PM,6119.85,EUR,MER01838,AUTH1547,01/30/2024 09:59 PM
PGS017199896398,ACC00005010,31/03/2024 14:42:32,3121.18,AUD,MER01071,AUTH0464,01/04/2024 14:42:32
PGS264239250101,ACC00007231,17/04/2024 23:16:13,2125.82,EUR,MER01408,AUTH0095,20/04/2024 23:16:13
PGS860665522646,ACC00001431,29-Apr-2024 10:57,4239.95,EUR,MER01612,,02-May-2024 10:57
PGS538069518676,ACC00009650,02/01/2024 10:28 AM,3499.65,EUR,MER01856,AUTH5995,02/03/2024 10:28 AM
PGS223593763079,ACC00001832,04-Apr-2024 01:22,10284.39,CAD,MER01556,AUTH3065,07-Apr-2024 01:22
PGS366710304196,ACC00002285,13/05/2024 02:24:58,3939.18,CAD,MER01823,AUTH5869,14/05/2024 02:24:58
PGS341224069434,ACC00001976,01/20/2024 02:20 AM,10635.51,AUD,MER01308,AUTH1915,01/22/2024 02:20 AM
PGS588925636599,ACC00005475,20240305181608,4509.16,USD,MER01204,,20240307181608
PGS120249645293,ACC00002984,2024-03-13 02:48:02,9333.27,AUD,MER01156,AUTH5398,2024-03-16 02:48:02
PGS588638532741,ACC00009499,20/02/2024 13:12:07,2875.66,EUR,MER01981,AUTH5258,22/02/2024 13:12:07
PGS671020807672,ACC00008585,08/05/2024 17:40:28,2407.01,EUR,MER01370,AUTH2387,09/05/2024 17:40:28
PGS338336643751,ACC00006500,2024-01-31 01:40:25,1027.96,CAD,MER01402,AUTH9113,2024-02-02 01:40:25
PGS613284606569,ACC00007097,2024-01-19 19:29:09,8213.96,AUD,MER01713,,2024-01-21 19:29:09
PGS050941732483,ACC00007907,29/12/2023 22:15:13,3162.08,CAD,MER01177,AUTH9809,01/01/2024 22:15:13
PGS435492498365,ACC00006958,29-Dec-2023 12:56,10200.88,AUD,MER01834,AUTH1526,01-Jan-2024 12:56
PGS409561209240,ACC00007125,12/01/2024 22:38:23,8078.01,EUR,MER01860,,14/01/2024 22:38:23
PGS909383010018,ACC00002970,2024-01-12 02:50:34,8761.3,CAD,MER01399,AUTH3915,2024-01-13 02:50:34
PGS979596882415,ACC00008504,19/05/2024 15:41:23,11249.13,CAD,MER01559,AUTH6618,20/05/2024 15:41:23
PGS751914197054,ACC00009367,01/27/2024 10:37 AM,7491.82,GBP,MER01547,AUTH8973,01/28/2024 10:37 AM
PGS163649051347,ACC00004138,05/21/2024 12:43 AM,5322.94,USD,MER01955,AUTH8446,05/22/2024 12:43 AM
PGS239353424696,ACC00006172,20240313184855,5401.79,EUR,MER01796,AUTH9967,20240316184855
PGS060948091582,ACC00003748,14/04/2024 21:22:15,616.82,EUR,MER01421,AUTH1356,17/04/2024 21:22:15
PGS859385240266,ACC00009811,20240424195803,1936.9,AUD,MER01626,AUTH7130,20240425195803
PGS309193980528,ACC00005652,26/04/2024 19:27:57,6208.39,GBP,MER01094,AUTH8132,27/04/2024 19:27:57
PGS704172015093,ACC00009565,04/21/2024 07:37 AM,10535.22,CAD,MER01786,AUTH9409,04/23/2024 07:37 AM
PGS319166581052,ACC00004997,2024-03-09 10:21:26,4277.2,USD,MER01367,AUTH1489,2024-03-12 10:21:26
PGS356712789484,ACC00007558,12/30/2023 09:43 PM,471.58,EUR,MER01228,AUTH9403,01/01/2024 09:43 PM
PGS829423671215,ACC00007209,17/04/2024 23:27:00,250.31,USD,MER01540,AUTH8943,19/04/2024 23:27:00
PGS453521928048,ACC00008407,02/08/2024 02:10 PM,1724.09,GBP,MER01942,AUTH0007,02/09/2024 02:10 PM
PGS231067141363,ACC00003687,10-Mar-2024 15:13,4204.67,CAD,MER01163,AUTH4664,11-Mar-2024 15:13
PGS853717155954,ACC00002871,07-Feb-2024 15:14,6765.89,EUR,MER01607,AUTH9364,09-Feb-2024 15:14
PGS659637719876,ACC00009098,04/16/2024 06:42 AM,3979.44,CAD,MER01851,AUTH6000,
PGS388165643704,ACC00008889,03/29/2024 04:00 PM,7868.1,USD,MER01717,AUTH6450,03/30/2024 04:00 PM
PGS035620162928,ACC00004723,14/01/2024 05:36:54,5538.05,USD,MER01615,AUTH5256,17/01/2024 05:36:54
PGS390827644258,ACC00007047,20240101175331,2740.4,GBP,MER01268,AUTH6131,20240103175331
PGS820195211539,ACC00004607,2024-02-05 07:15:53,11046.7,CAD,MER01534,AUTH3654,2024-02-06 07:15:53
PGS134300935035,ACC00008245,2024-03-10 13:54:03,6963.09,EUR,MER01844,AUTH8923,2024-03-11 13:54:03
PGS603942356298,ACC00003016,01/06/2024 10:56 AM,4148.36,EUR,MER01674,AUTH2443,
PGS950046173279,ACC00007146,2024-04-10 17:13:24,1012.5,CAD,MER01672,AUTH9867,2024-04-11 17:13:24
PGS771401632535,ACC00003531,2024-01-04 11:23:19,10539.82,CAD,MER01388,AUTH4146,
PGS146845646848,ACC00010817,02/03/2024 12:30 AM,4733.65,GBP,MER01442,,02/04/2024 12:30 AM
PGS701201369032,ACC00005964,2024-02-15 04:43:22,9801.49,CAD,MER01853,,2024-02-18 04:43:22
PGS268310003561,ACC00005637,2024-02-13 07:04:07,6495.13,USD,MER01623,AUTH5091,2024-02-16 07:04:07
PGS218995019909,ACC00007088,2024-02-11 23:43:04,488.17,CAD,MER01679,AUTH5907,2024-02-12 23:43:04
PGS207092845025,ACC00005738,08-May-2024 20:15,8300.28,EUR,MER01893,AUTH7975,
PGS452484833698,ACC00007024,2024-03-01 22:56:05,9564.44,USD,MER01002,AUTH4171,2024-03-04 22:56:05
PGS321490117637,ACC00003792,01-Apr-2024 06:17,5125.61,AUD,MER01780,AUTH2514,04-Apr-2024 06:17
PGS452014568850,ACC00010341,2024-05-08 16:07:37,9875.78,AUD,MER01026,AUTH0956,2024-05-10 16:07:37
PGS444004749850,ACC00001878,30/03/2024 21:37:04,5880.44,CAD,MER01667,AUTH8428,31/03/2024 21:37:04
PGS014459794306,ACC00003187,03/26/2024 08:09 AM,3512.0,EUR,MER01465,AUTH6292,03/29/2024 08:09 AM
PGS290235658488,ACC00001426,20240326232201,7906.57,EUR,MER01904,AUTH8673,20240328232201
PGS009464960561,ACC00008216,01/16/2024 04:27 AM,7453.15,GBP,MER01007,AUTH6232,01/19/2024 04:27 AM
PGS594534575510,ACC00002436,2024-01-09 21:22:33,7943.21,GBP,MER01102,AUTH2820,2024-01-10 21:22:33
PGS897713059497,ACC00001156,2024-05-03 09:36:34,733.42,CAD,MER01394,AUTH4759,2024-05-06 09:36:34
PGS390775978166,ACC00004725,2024-02-06 10:00:36,9246.97,AUD,MER01035,,2024-02-09 10:00:36
PGS744735305225,ACC00009750,04/03/2024 12:36 AM,1024.68,GBP,MER01108,AUTH2961,04/04/2024 12:36 AM
PGS318032265985,ACC00004121,17-May-2024 00:00,8865.61,EUR,MER01398,AUTH8433,20-May-2024 00:00
PGS976019051801,ACC00007567,23-Mar-2024 05:23,557.8,GBP,MER01172,AUTH6109,24-Mar-2024 05:23
PGS497593058225,ACC00008087,2024-03-30 14:36:45,6350.09,GBP,MER01061,AUTH9309,2024-04-01 14:36:45
PGS014900429524,ACC00006147,30-Dec-2023 17:03,1776.88,GBP,MER01541,,31-Dec-2023 17:03
PGS643569757775,ACC00008663,21-Jan-2024 20:11,1122.58,AUD,MER01099,AUTH1641,24-Jan-2024 20:11
PGS588837970545,ACC00005164,05/23/2024 08:18 PM,345.45,GBP,MER01245,AUTH4499,05/26/2024 08:18 PM
PGS316188308987,ACC00009919,20240305070714,7925.21,AUD,MER01870,AUTH2865,20240308070714
PGS332859683100,ACC00005752,18-Feb-2024 09:56,435.98,CAD,MER01012,AUTH8782,20-Feb-2024 09:56
PGS605925224009,ACC00004126,20240420051504,11799.27,CAD,MER01311,AUTH9703,20240422051504
PGS847921066592,ACC00002984,20240412201326,6614.58,AUD,MER01448,AUTH0015,20240414201326
PGS288783202930,ACC00008670,06/05/2024 17:58:11,7067.62,EUR,MER01960,AUTH6331,09/05/2024 17:58:11
PGS847040214317,ACC00006893,06-Apr-2024 09:24,1194.86,USD,MER01164,,09-Apr-2024 09:24
PGS760901498386,ACC00005897,05/06/2024 06:23 PM,9420.33,AUD,MER01255,AUTH6565,05/09/2024 06:23 PM
PGS849837285890,ACC00009536,25-Mar-2024 22:33,1086.46,USD,MER01060,AUTH0658,26-Mar-2024 22:33
PGS459243579183,ACC00003754,04/20/2024 09:24 AM,5736.37,AUD,MER01441,AUTH6629,04/23/2024 09:24 AM
PGS641143305300,ACC00007248,28-Apr-2024 06:35,2673.16,GBP,MER01311,,01-May-2024 06:35
PGS818616533019,ACC00005614,07-May-2024 07:09,4626.53,EUR,MER01762,,10-May-2024 07:09
PGS538098617784,ACC00002227,04/04/2024 05:47 PM,7873.32,EUR,MER01389,AUTH8550,04/05/2024 05:47 PM
PGS272515974650,ACC00004869,16/05/2024 11:54:47,4435.83,GBP,MER01540,AUTH3110,18/05/2024 11:54:47
PGS414997576979,ACC00003064,20240313110410,6232.1,AUD,MER01870,AUTH7946,20240314110410
PGS321742197084,ACC00007442,10/01/2024 13:43:10,3010.73,CAD,MER01804,AUTH1964,12/01/2024 13:43:10
PGS433770308743,ACC00007700,18-Jan-2024 06:57,1613.37,USD,MER01042,AUTH0779,21-Jan-2024 06:57
PGS381301266297,ACC00005020,06/04/2024 00:41:41,1882.01,EUR,MER01187,AUTH3889,07/04/2024 00:41:41
PGS638195553599,ACC00003896,01/07/2024 04:54 PM,3070.83,EUR,MER01249,AUTH0708,01/09/2024 04:54 PM
PGS911033616784,ACC00008358,20240511115612,11367.58,AUD,MER01514,AUTH7495,20240512115612
PGS867299808421,ACC00009874,2024-01-24 15:41:30,852.76,GBP,MER01068,,2024-01-25 15:41:30
PGS766230615377,ACC00001166,20240104023604,5922.52,CAD,MER01057,AUTH5642,20240106023604
PGS353642319468,ACC00002039,13-Apr-2024 06:51,4125.75,USD,MER01067,,14-Apr-2024 06:51
PGS342347511014,ACC00004437,20240506133459,667.03,GBP,MER01475,AUTH8988,20240508133459
PGS449582922080,ACC00009583,20240125202703,3579.16,CAD,MER01925,AUTH8822,20240126202703
PGS349168729128,ACC00007019,20240518212931,4582.94,CAD,MER01912,AUTH8106,20240521212931
PGS066465552728,ACC00003328,22/05/2024 14:55:38,7647.49,USD,MER01743,AUTH0635,24/05/2024 14:55:38
PGS725874851989,ACC00010139,20240508175048,2500.13,GBP,MER01392,,20240510175048
PGS371165819629,ACC00006566,02/11/2024 11:24 AM,3792.54,GBP,MER01828,AUTH4916,02/13/2024 11:24 AM
PGS614315893324,ACC00009810,2024-04-18 09:32:47,2316.87,AUD,MER01450,AUTH2535,2024-04-19 09:32:47
PGS792444635383,ACC00005196,2024-04-14 10:44:56,5142.5,AUD,MER01903,AUTH3261,2024-04-17 10:44:56
PGS377235531793,ACC00001746,05/02/2024 07:06 PM,8876.31,CAD,MER01117,AUTH5833,05/05/2024 07:06 PM
PGS486635374537,ACC00009788,03/27/2024 03:27 PM,6119.89,USD,MER01613,AUTH6047,03/30/2024 03:27 PM
PGS673194480095,ACC00002716,25/02/2024 11:54:12,8011.68,AUD,MER01677,AUTH9362,28/02/2024 11:54:12
PGS682539390908,ACC00002726,27/01/2024 15:06:57,4235.34,EUR,MER01368,AUTH0574,29/01/2024 15:06:57
PGS884362479801,ACC00010955,20240514171401,3410.01,EUR,MER01402,AUTH1250,20240517171401
PGS048928414400,ACC00008685,20-Jan-2024 09:45,3227.38,GBP,MER01005,,22-Jan-2024 09:45
PGS892767026351,ACC00001090,26-Mar-2024 20:12,8316.9,EUR,MER01116,AUTH4846,28-Mar-2024 20:12
PGS051230623777,ACC00002742,05/02/2024 20:03:06,4884.38,GBP,MER01871,,08/02/2024 20:03:06
PGS326515970910,ACC00003361,30-Apr-2024 10:20,8940.52,EUR,MER01555,AUTH0052,03-May-2024 10:20
PGS963092754055,ACC00003952,2024-02-24 18:33:43,3553.26,AUD,MER01925,AUTH3781,2024-02-27 18:33:43
PGS244407726662,ACC00008078,15-May-2024 07:50,11942.04,AUD,MER01028,AUTH4787,17-May-2024 07:50
PGS789826014506,ACC00001012,20240523082003,1126.79,GBP,MER01908,AUTH6297,
PGS620848644625,ACC00005493,2024-04-30 02:13:16,3802.57,CAD,MER01376,AUTH7051,2024-05-03 02:13:16
PGS399374929226,ACC00001344,01/02/2024 01:51:18,3997.43,CAD,MER01953,AUTH6201,04/02/2024 01:51:18
PGS421136821932,ACC00002570,20/05/2024 17:35:32,5065.94,USD,MER01029,AUTH3717,22/05/2024 17:35:32
PGS980623687567,ACC00006753,14/04/2024 02:14:00,1739.63,USD,MER01866,AUTH3186,16/04/2024 02:14:00
PGS778793507990,ACC00006806,12/05/2024 11:55:18,4569.99,AUD,MER01570,,
PGS085849780375,ACC00009333,20/04/2024 23:02:06,6066.5,GBP,MER01311,,21/04/2024 23:02:06
PGS826300122112,ACC00003170,2024-01-25 17:37:36,11047.64,AUD,MER01284,AUTH4628,2024-01-27 17:37:36
PGS675367245568,ACC00007495,05-Mar-2024 01:40,5404.52,GBP,MER01275,AUTH9888,07-Mar-2024 01:40
PGS218563932268,ACC00006663,2024-03-05 13:44:43,2490.34,GBP,MER01377,AUTH3444,2024-03-06 13:44:43
PGS391684566641,ACC00009159,07-May-2024 17:26,4883.65,GBP,MER01013,,10-May-2024 17:26
PGS613906825225,ACC00008913,20240521032630,7452.14,GBP,MER01721,AUTH7115,20240522032630
PGS454983799917,ACC00006887,24/01/2024 00:02:44,9046.69,AUD,MER01704,AUTH0918,25/01/2024 00:02:44
PGS085248773122,ACC00008656,05/05/2024 09:47:50,8906.13,EUR,MER01885,AUTH6238,06/05/2024 09:47:50
PGS381990093599,ACC00001863,12/27/2023 09:40 PM,6302.59,GBP,MER01207,AUTH8540,12/29/2023 09:40 PM
PGS561443103754,ACC00007880,2024-01-20 14:29:36,2783.04,AUD,MER01312,AUTH6944,2024-01-22 14:29:36
PGS099174765721,ACC00003031,10/04/2024 14:51:55,3323.25,AUD,MER01104,AUTH7152,13/04/2024 14:51:55
PGS171758982492,ACC00004133,04/14/2024 02:04 PM,1136.16,EUR,MER01255,AUTH2649,04/15/2024 02:04 PM
PGS760148108884,ACC00009108,23-Apr-2024 17:26,2012.87,CAD,MER01099,AUTH3410,24-Apr-2024 17:26
PGS522042997242,ACC00003347,20240424220134,11239.15,AUD,MER01641,AUTH4403,20240427220134
PGS703425426876,ACC00010398,11/04/2024 16:45:31,2911.31,EUR,MER01160,AUTH1339,14/04/2024 16:45:31
PGS769469825228,ACC00010900,20240322095728,7955.48,EUR,MER01823,AUTH7524,20240325095728
PGS827909706017,ACC00005332,04/04/2024 01:45:35,725.0,GBP,MER01685,AUTH3124,
PGS956932553285,ACC00009899,09-May-2024 17:16,4321.75,EUR,MER01849,AUTH5386,10-May-2024 17:16
PGS447482904747,ACC00009591,18-Apr-2024 04:54,3026.28,USD,MER01818,AUTH4880,20-Apr-2024 04:54
PGS676346863518,ACC00005831,20-Feb-2024 04:41,8773.64,AUD,MER01727,AUTH9675,22-Feb-2024 04:41
PGS973015174396,ACC00006207,20240219134435,683.2,CAD,MER01737,,20240222134435
PGS684433903098,ACC00004231,06/05/2024 15:26:16,4379.51,USD,MER01867,AUTH7739,07/05/2024 15:26:16
PGS352260156687,ACC00010241,02/14/2024 09:28 PM,7432.59,GBP,MER01413,AUTH1088,02/17/2024 09:28 PM
PGS819019421393,ACC00007545,15/04/2024 07:48:23,649.06,GBP,MER01639,AUTH7846,18/04/2024 07:48:23
PGS037538527391,ACC00010717,2024-02-18 17:27:33,3904.15,USD,MER01010,AUTH8675,2024-02-20 17:27:33
PGS159045206979,ACC00002821,2024-05-04 19:39:58,7490.71,AUD,MER01927,AUTH8287,2024-05-07 19:39:58
PGS509133960192,ACC00007527,05/15/2024 07:01 PM,8170.89,CAD,MER01989,,05/16/2024 07:01 PM
PGS109968523108,ACC00002833,29/01/2024 09:28:31,5618.16,EUR,MER01503,AUTH3308,01/02/2024 09:28:31
PGS322533723165,ACC00006691,03/24/2024 01:45 AM,7641.69,GBP,MER01897,,03/25/2024 01:45 AM
PGS251837591957,ACC00001871,03/07/2024 01:56 AM,891.12,CAD,MER01038,AUTH8532,03/10/2024 01:56 AM
PGS990184032603,ACC00010930,09/03/2024 14:43:48,1461.08,USD,MER01956,AUTH8481,11/03/2024 14:43:48
PGS912439134533,ACC00004340,20240404100124,5165.91,AUD,MER01077,AUTH7351,
PGS751546079143,ACC00006548,20-Mar-2024 10:20,6260.17,EUR,MER01952,AUTH3248,21-Mar-2024 10:20
PGS108837353904,ACC00007984,2024-04-09 10:58:55,468.82,CAD,MER01950,AUTH3218,2024-04-10 10:58:55
PGS627610940408,ACC00006103,01/14/2024 07:59 PM,1641.77,AUD,MER01534,AUTH3239,01/15/2024 07:59 PM
PGS282531121273,ACC00001969,16-May-2024 09:00,5469.66,CAD,MER01505,AUTH0324,18-May-2024 09:00
PGS966398524522,ACC00004489,05-Feb-2024 01:22,4953.79,GBP,MER01835,AUTH6318,06-Feb-2024 01:22
PGS426544892186,ACC00002968,05/21/2024 03:14 AM,4725.66,AUD,MER01954,AUTH7262,05/24/2024 03:14 AM
PGS823029611635,ACC00003199,21-Feb-2024 12:50,4959.32,AUD,MER01727,AUTH3607,24-Feb-2024 12:50
PGS236912930038,ACC00009422,22/04/2024 11:10:51,8992.06,AUD,MER01718,,24/04/2024 11:10:51
PGS039945060961,ACC00002791,2024-01-05 02:03:05,7517.98,CAD,MER01268,AUTH5305,2024-01-08 02:03:05
PGS414621675110,ACC00009514,2024-04-24 23:01:22,4776.13,EUR,MER01803,AUTH1084,2024-04-27 23:01:22
PGS335308771012,ACC00007665,03/12/2024 05:15 AM,9841.61,CAD,MER01075,AUTH7699,03/14/2024 05:15 AM
PGS101184580190,ACC00003864,2024-02-27 01:25:16,6397.41,GBP,MER01729,AUTH5033,2024-02-29 01:25:16
PGS528869703643,ACC00001625,2024-02-28 14:33:48,631.47,GBP,MER01190,AUTH6916,2024-03-02 14:33:48
PGS792795466216,ACC00008671,17-Apr-2024 17:37,674.53,EUR,MER01579,AUTH8951,18-Apr-2024 17:37
PGS669306502090,ACC00009851,12/31/2023 04:19 PM,6380.83,GBP,MER01203,AUTH1721,
PGS530624769096,ACC00003834,07-Jan-2024 15:26,6723.61,GBP,MER01316,AUTH5282,08-Jan-2024 15:26
PGS839909263821,ACC00004206,06/03/2024 09:56:22,1924.74,USD,MER01528,AUTH4302,08/03/2024 09:56:22
PGS497907428477,ACC00001463,08/05/2024 13:00:07,104.25,USD,MER01338,AUTH1518,11/05/2024 13:00:07
PGS115043015757,ACC00004376,01/19/2024 06:56 PM,371.07,GBP,MER01575,AUTH6184,01/21/2024 06:56 PM
PGS248118986273,ACC00008514,24/04/2024 11:58:14,9588.92,USD,MER01573,,25/04/2024 11:58:14
PGS778595237307,ACC00004061,20240105224737,33.08,GBP,MER01542,AUTH7866,20240108224737
PGS438758921535,ACC00008098,31/01/2024 21:34:48,3009.23,GBP,MER01399,AUTH9126,03/02/2024 21:34:48
PGS414778184961,ACC00002331,24/02/2024 07:42:30,7892.79,GBP,MER01467,AUTH9998,26/02/2024 07:42:30
PGS522984965586,ACC00008600,30/04/2024 21:48:22,8564.18,AUD,MER01571,AUTH9391,03/05/2024 21:48:22
PGS600245471179,ACC00008460,17/03/2024 01:50:53,6609.9,AUD,MER01662,AUTH3916,18/03/2024 01:50:53
PGS848165369664,ACC00004904,2024-01-29 07:31:18,4771.15,AUD,MER01892,,2024-01-30 07:31:18
PGS679916811127,ACC00007372,03/09/2024 02:50 PM,5626.15,CAD,MER01940,,03/11/2024 02:50 PM
PGS879383957067,ACC00010268,2024-05-09 22:57:19,6503.11,EUR,MER01943,AUTH9986,2024-05-12 22:57:19
PGS602755229437,ACC00004363,20240420025729,3396.71,GBP,MER01638,AUTH9979,20240422025729
PGS057823278710,ACC00003757,26/01/2024 20:27:55,5838.41,GBP,MER01968,AUTH0532,27/01/2024 20:27:55
PGS728400581572,ACC00004022,01/07/2024 05:35 AM,5781.58,GBP,MER01402,AUTH3241,01/10/2024 05:35 AM
PGS770810510088,ACC00005496,20240414225636,3249.83,USD,MER01710,,20240415225636
PGS129298288977,ACC00004455,03/23/2024 11:17 AM,11650.39,CAD,MER01840,,03/26/2024 11:17 AM
PGS225476316459,ACC00007318,20240105225741,4655.77,GBP,MER01890,AUTH8353,20240107225741
PGS025024030852,ACC00004044,08-Jan-2024 07:11,8547.13,EUR,MER01378,AUTH9551,11-Jan-2024 07:11
PGS912795682945,ACC00001375,18/02/2024 16:11:54,5114.57,AUD,MER01127,AUTH0143,20/02/2024 16:11:54
PGS247975872478,ACC00001073,16-Jan-2024 03:53,2602.61,AUD,MER01346,AUTH3109,17-Jan-2024 03:53
PGS554728060704,ACC00004702,2024-03-10 02:18:58,6066.04,AUD,MER01037,AUTH4671,2024-03-13 02:18:58
PGS277324660181,ACC00005256,02-May-2024 14:44,3537.83,CAD,MER01331,AUTH6024,05-May-2024 14:44
PGS463562919324,ACC00004824,17-Apr-2024 08:56,3810.9,USD,MER01078,AUTH7266,20-Apr-2024 08:56
PGS807511397260,ACC00010464,12/28/2023 03:21 AM,5860.69,AUD,MER01717,AUTH3164,12/30/2023 03:21 AM
PGS512221701104,ACC00003303,23/02/2024 21:46:01,4565.69,EUR,MER01691,,25/02/2024 21:46:01
PGS207803580206,ACC00001131,2024-01-20 21:01:37,4211.71,AUD,MER01928,AUTH1174,2024-01-23 21:01:37
PGS944272825654,ACC00010627,02/02/2024 12:35 PM,4083.75,GBP,MER01648,AUTH9577,
PGS138595088148,ACC00010568,2024-03-03 06:32:55,2709.66,EUR,MER01953,AUTH9635,2024-03-05 06:32:55
PGS941689432548,ACC00003325,20240425022628,7915.21,GBP,MER01144,AUTH0878,20240427022628
PGS154722457715,ACC00009903,2024-01-24 17:52:03,837.22,AUD,MER01081,AUTH0113,2024-01-26 17:52:03
PGS291111605493,ACC00002931,2024-02-11 10:25:42,5107.99,USD,MER01679,AUTH0613,2024-02-13 10:25:42
PGS385607642288,ACC00004148,2024-02-22 06:56:02,2797.81,USD,MER01335,AUTH1343,2024-02-24 06:56:02
PGS547147509618,ACC00007672,20240416132011,6694.13,GBP,MER01078,AUTH4828,20240417132011
PGS115791176665,ACC00004546,18-May-2024 10:05,1260.93,AUD,MER01332,AUTH2102,20-May-2024 10:05
PGS261438615493,ACC00007197,2024-03-01 18:37:02,10956.44,AUD,MER01675,AUTH0624,2024-03-04 18:37:02
PGS735993769305,ACC00008561,03/10/2024 02:39 AM,5377.69,AUD,MER01389,AUTH3709,03/12/2024 02:39 AM
PGS404430292245,ACC00003164,20240314072618,2208.47,CAD,MER01240,AUTH2273,
PGS438121489288,ACC00010287,2024-04-02 07:07:48,2128.84,EUR,MER01879,AUTH2360,2024-04-03 07:07:48
PGS846670315833,ACC00010118,2024-02-22 14:29:52,324.13,EUR,MER01803,AUTH4172,2024-02-24 14:29:52
PGS670574052867,ACC00005503,22/05/2024 01:33:33,9239.87,CAD,MER01724,AUTH7386,24/05/2024 01:33:33
PGS996191084719,ACC00006937,25-Apr-2024 03:19,6339.85,CAD,MER01080,AUTH5225,28-Apr-2024 03:19
PGS435047077094,ACC00003211,20240223014106,1875.84,GBP,MER01246,AUTH1235,20240225014106
PGS105821829481,ACC00008240,22-Apr-2024 13:08,2742.14,EUR,MER01823,AUTH0914,23-Apr-2024 13:08
PGS717984364393,ACC00002418,01/16/2024 09:01 PM,4911.91,GBP,MER01941,AUTH4615,01/17/2024 09:01 PM
PGS312115849532,ACC00002465,27-Dec-2023 00:28,6657.34,EUR,MER01154,AUTH9466,30-Dec-2023 00:28
PGS540211201435,ACC00005637,2024-04-27 22:05:39,5556.06,GBP,MER01325,AUTH2228,
PGS822556502775,ACC00002579,02/03/2024 02:06 PM,161.33,USD,MER01642,AUTH9749,02/05/2024 02:06 PM
PGS154127426245,ACC00002090,29-Dec-2023 21:00,7027.23,GBP,MER01476,AUTH2787,31-Dec-2023 21:00
PGS015708267186,ACC00005848,20-Apr-2024 10:09,7668.86,AUD,MER01591,AUTH4475,21-Apr-2024 10:09
PGS510626465571,ACC00007851,20240215111639,8199.19,AUD,MER01906,AUTH3153,20240216111639
PGS961854232028,ACC00007329,2023-12-31 07:16:57,8298.35,EUR,MER01738,AUTH2532,2024-01-02 07:16:57
PGS294980988862,ACC00007520,03-Apr-2024 01:51,3537.03,AUD,MER01202,AUTH0930,04-Apr-2024 01:51
PGS319926885441,ACC00004077,2024-01-04 00:58:40,6933.15,USD,MER01180,AUTH8251,2024-01-06 00:58:40
PGS616166108495,ACC00003327,05/15/2024 08:58 AM,2815.38,EUR,MER01883,AUTH1174,05/16/2024 08:58 AM
PGS317722296945,ACC00003575,03/06/2024 03:27 AM,5015.17,CAD,MER01180,AUTH4728,03/07/2024 03:27 AM
PGS214151317087,ACC00004535,22-Mar-2024 13:43,4338.98,GBP,MER01850,,25-Mar-2024 13:43
PGS563475970445,ACC00008609,2024-05-15 11:04:01,3296.95,CAD,MER01740,AUTH1463,2024-05-18 11:04:01
PGS086391139024,ACC00007969,07/02/2024 12:22:31,7888.89,CAD,MER01824,AUTH4604,10/02/2024 12:22:31
PGS611814747152,ACC00008994,2024-01-27 21:22:20,4028.81,EUR,MER01557,AUTH6943,2024-01-29 21:22:20
PGS076426776367,ACC00009150,25/04/2024 09:38:06,592.98,USD,MER01784,,26/04/2024 09:38:06
PGS275874372355,ACC00003868,15-Feb-2024 13:42,11563.71,CAD,MER01823,AUTH8645,16-Feb-2024 13:42
PGS492862177206,ACC00006796,17-Mar-2024 17:17,7207.87,EUR,MER01859,AUTH3249,18-Mar-2024 17:17
PGS025979775965,ACC00004022,04/24/2024 02:01 PM,2087.9,USD,MER01940,,04/25/2024 02:01 PM
PGS671294703521,ACC00009926,06-Apr-2024 12:12,246.47,GBP,MER01149,AUTH8103,07-Apr-2024 12:12
PGS108345063941,ACC00008238,02/01/2024 05:23 AM,301.31,GBP,MER01875,AUTH0060,02/02/2024 05:23 AM
PGS539941242616,ACC00010525,23/05/2024 23:59:02,5470.3,EUR,MER01263,AUTH6561,24/05/2024 23:59:02
PGS947499035984,ACC00007288,17/03/2024 21:15:07,5545.52,USD,MER01779,,20/03/2024 21:15:07
PGS712992687792,ACC00008761,05/03/2024 03:01 PM,7330.08,EUR,MER01954,AUTH2947,05/06/2024 03:01 PM
PGS608790315444,ACC00007554,20240501064922,5855.19,EUR,MER01871,AUTH2007,20240502064922
PGS931652522360,ACC00005780,29-Feb-2024 02:14,3511.65,USD,MER01919,AUTH4988,01-Mar-2024 02:14
PGS800146745609,ACC00006061,05/14/2024 08:56 PM,162.39,GBP,MER01732,AUTH6125,05/16/2024 08:56 PM
